time,free_cpu_ratio,job_queue_ratio,battery_ratio,running_job_ratio,time_norm,cpu_usage_ratio,clean_energy_ratio,solar_generation,wind_generation,clean_energy_generation,non_clean_energy_used,cluster_consumption,reward,battery_level,ram_usage_ratio,brown_energy_ratio,completed_jobs,avg_slowdown
1,0.8036791720584481,1.0,1.0,0.015625,0.0006666666666666666,0.19632082794155195,1.0,0.0,15.464390092269236,13.917951083042313,0,0,0.5889624838246559,100,0.052299517034267384,0,0,0
2,0.8535039374030793,1.0,1.0,0.015625,0.0013333333333333333,0.14649606259692077,1.0,0.0,43.17137517126116,38.85423765413505,0,0,0.6394881877907623,100,0.023805947472839928,0,1,0.8
3,0.8952557642368795,1.0,1.0,0.015625,0.002,0.10474423576312049,1.0,0.0,24.761414844510835,22.28527336005975,0,0,-0.2857672927106386,100,0.03998873990880114,0,1,1.6
4,0.7169467124761897,1.0,0.8,0.03125,0.0026666666666666666,0.2830532875238103,0.621603093036249,0.0,0,20.0,12.174872075216157,32.17487207521616,-53.80916958314686,80.0,0.0576784892391784,0.37839690696375095,0,0
5,0.5625385540274398,1.0,0.8154952858010743,0.046875,0.0033333333333333335,0.4374614459725602,0.25885844333969377,0.0,15.495285801074319,13.945757220966888,39.92831016908615,53.87406739005304,-195.74058207411616,81.54952858010743,0.08730728072039817,0.7411415566603062,0,0
6,0.7873201931484297,1.0,0.8370844385304675,0.03125,0.004,0.21267980685157029,0.23049790792316338,0.0,21.58915272939327,19.430237456453945,64.86656866870632,84.29680612516026,-322.7231581770786,83.70844385304676,0.0714581817452169,0.7695020920768367,2,1.6666666666666667
7,0.7118417457273364,1.0,0.8848751238731741,0.046875,0.004666666666666667,0.2881582542726636,0.4443720926337663,0.0,47.790685342706546,43.01161680843589,53.780277915439896,96.79189472387579,-263.59319388804386,88.48751238731741,0.0930253052632225,0.5556279073662337,0,0
8,0.6755138654298994,1.0,0.9455758881896529,0.046875,0.005333333333333333,0.32448613457010056,0.4488148430612536,12.940952255126037,47.7598120613528,54.63068788483095,67.09141807808399,121.72210596291494,-331.7954835560971,94.55758881896529,0.07858678802911778,0.5511851569387464,1,2.8000000000000003
9,0.5171735683699641,1.0,1.0,0.0625,0.006,0.48282643163003586,0.37058363960328944,24.999999999999996,47.30790165799096,65.07711149219186,110.52997025015664,175.6070817423485,-547.4955355598602,100,0.12447024871103762,0.6294163603967106,0,0
10,0.31069293813339494,1.0,1.0,0.078125,0.006666666666666667,0.6893070618666051,0.23234329571279183,35.35533905932737,30.050026430403115,58.86482894075744,194.4879900427627,253.35281898352014,-968.0485960710857,100,0.14927393181015847,0.7676567042872082,0,0
