time,free_cpu_ratio,job_queue_ratio,battery_ratio,running_job_ratio,time_norm,cpu_usage_ratio,clean_energy_ratio,solar_generation,wind_generation,clean_energy_generation,non_clean_energy_used,cluster_consumption,reward,battery_level,ram_usage_ratio,brown_energy_ratio,completed_jobs,avg_slowdown
1,0.9049665032398475,1.0,1.0,0.015625,0.0006666666666666666,0.09503349676015248,1.0,0.0,10.665699751957229,9.599129776761506,0,0,0.2851004902804574,100,0.035996568012928276,0,0,0
2,0.8447077379232683,1.0,1.0,0.015625,0.0013333333333333333,0.15529226207673175,1.0,0.0,2.0925321530581886,1.8832789377523698,0,0,0.6658767862301952,100,0.0539106251272109,0,1,0.8
3,0.9114522390075486,1.0,1.0,0.015625,0.002,0.08854776099245143,1.0,0.0,42.65088260157583,38.38579434141825,0,0,-0.3343567170226458,100,0.04380068015264682,0,1,1.6
4,0.9105445430837902,1.0,1.0,0.015625,0.0026666666666666666,0.08945545691620978,1.0,0.0,16.646720000640755,14.98204800057668,0,0,-1.131633629251371,100,0.06526761591592556,0,1,2.4000000000000004
5,0.8174301816407558,1.0,1.0,0.015625,0.0033333333333333335,0.1825698183592442,1.0,0.0,14.742215340664922,13.26799380659843,0,0,-1.6522905449222676,100,0.06498745589256116,0,1,3.2
6,0.8282590255471339,1.0,1.0,0.015625,0.004,0.17174097445286607,1.0,0.0,26.313110105010665,23.6817990945096,0,0,-2.484777076641402,100,0.030810851922525972,0,1,4.0
7,0.6653278137805032,1.0,1.0,0.03125,0.004666666666666667,0.33467218621949685,0.8891352287039592,0.0,17.76688443572405,15.990195992151646,1.9937905556085038,17.98398654776015,-0.07358393234443694,100,0.08204929732449084,0.11086477129604083,0,0
8,0.6889240616155936,1.0,1.0,0.03125,0.005333333333333333,0.31107593838440634,1.0,12.940952255126037,46.67006313040596,53.64991384697879,0,19.2358365972137,9.133227815153218,100,0.10733589834306012,0.0,1,2.8000000000000003
9,0.8459587110789427,1.0,1.0,0.015625,0.006,0.1540412889210573,1.0,24.999999999999996,22.613400405405365,42.852060364864826,0,0,-7.13787613323683,100,0.019371730391432918,0,2,4.800000000000001
10,0.8373477367641539,1.0,1.0,0.015625,0.006666666666666667,0.16265226323584614,1.0,35.35533905932737,14.702438262237207,45.05199958940812,0,0,-5.712043210292462,100,0.03386947166760179,0,1,7.2
11,0.7274050337727068,1.0,1.0,0.03125,0.007333333333333333,0.2725949662272932,1.0,43.30127018922193,16.143735434308255,53.500505061177165,0,19.58117176270601,10.817784898681879,100,0.05732666308918721,0.0,0,0
12,0.7247524020616238,1.0,1.0,0.03125,0.008,0.27524759793837617,1.0,48.29629131445341,32.985966174882215,73.15403174040206,0,13.606161738654485,7.425742793815128,100,0.07579096627811599,0.0,1,4.4
13,0.821210152772525,1.0,1.0,0.015625,0.008666666666666666,0.17878984722747504,1.0,50.0,29.60396376266677,71.6435673864001,0,0,-11.863630458317576,100,0.04800722281567893,0,2,7.200000000000001
14,0.7559939567120222,1.0,1.0,0.03125,0.009333333333333334,0.24400604328797784,1.0,48.29629131445341,19.299179181374566,60.83592344624518,0,23.66357723660434,10.732018129863933,100,0.11005804355727622,0.0,0,0
15,0.7755922928256751,1.0,1.0,0.03125,0.01,0.22440770717432484,1.0,43.30127018922194,52.232005488830644,85.97994811024732,0,14.149994989209313,6.0732231215229735,100,0.10306383771438998,0.0,1,5.6000000000000005
16,0.6356847419856624,1.0,1.0,0.03125,0.010666666666666666,0.3643152580143376,1.0,35.35533905932738,31.254299106013328,59.94867434880663,0,22.820322959557007,6.092945774043013,100,0.08166223235996384,0.0,1,6.0
17,0.7279558508528247,1.0,1.0,0.03125,0.011333333333333334,0.27204414914717534,0.7159469985457368,24.999999999999996,0,22.499999999999996,8.926907362839696,31.426907362839692,-42.058934381299586,100,0.1051569922612341,0.28405300145426315,1,6.4
18,0.8413430596580025,1.0,1.0,0.03125,0.012,0.15865694034199748,1.0,12.940952255126051,10.517314040161507,21.112439665758803,0,18.57839612818914,4.675970821025992,100,0.09416842058361097,0.0,1,6.800000000000001
